IDCNT,RISK_NATURE_1,RISK_NATURE_2,RISK_NATURE_3,RISK_FAMILY_STRUCT,RISK_ROOMS_NB,RISK_PROT_1,RISK_PROT_2,SURF_HOUSE,SURF_VER,SURF_OUTB,SURF_GR,OPTION_1,OPTION_2,OPTION_3,OPTION_4,OPTION_5,OPTION_6,OPTION_7,OPTION_8,INSEE_CODE,ZONE_1,ZONE_2,ZONE_3,AMOUNT
1204176,PH,FO,5,4,3,4,0,6,0,0,0,False,False,False,False,False,False,False,False,38229,M,K,C,0.0
1204789,PH,FO,5,3,5,1,1,10,0,0,0,False,False,False,False,False,False,False,False,06088,P,Q,J,0.0
1204954,PH,HO,1,4,6,4,0,14,0,0,1,False,False,False,False,False,False,False,True,57463,G,F,G,0.0
1205054,SH,HO,1,0,5,4,0,9,0,2,4,False,False,False,False,False,False,False,True,27071,G,E,E,0.0
1206257,PH,HO,1,4,5,4,0,9,0,1,1,False,False,False,False,False,False,False,False,35088,E,D,C,0.0
1206971,PH,FT,2,2,5,4,0,10,0,0,0,False,False,False,False,False,False,True,False,95607,R,P,C,0.0
1207407,PH,FT,2,3,4,4,0,7,0,0,0,False,False,False,False,False,False,False,False,75110,S,W,C,0.0
1208062,PH,FO,1,3,3,4,0,6,0,0,0,False,False,False,False,False,False,False,False,94002,Q,S,C,0.0
1208196,PH,FT,2,1,2,4,0,3,0,0,0,False,False,False,False,False,False,False,False,06088,P,Q,J,0.0
1208401,PH,FT,2,4,4,4,0,8,0,0,0,False,False,False,False,False,False,False,False,93046,S,R,C,0.0
1209760,PH,FO,1,1,3,4,0,6,0,0,0,False,False,False,False,False,False,False,False,92012,N,V,C,0.0
1209980,PH,HO,1,2,5,4,0,12,0,1,3,False,False,False,False,False,False,False,True,56067,C,C,C,0.0
1210506,PH,FO,5,1,4,4,0,8,0,0,0,False,False,False,False,False,False,False,False,83118,N,K,M,0.0
1210514,PH,FT,2,4,4,4,0,7,0,0,0,False,False,False,False,False,False,False,False,50143,C,D,H,0.0
1211556,PH,FO,5,1,2,1,1,4,0,0,0,False,False,False,False,False,False,False,False,94002,Q,S,C,1051.7643
1212137,PH,HO,1,4,3,1,1,6,0,1,1,False,False,False,False,False,False,False,False,62570,J,D,J,0.0
1212315,PH,HO,1,4,6,4,0,14,0,2,3,False,False,False,False,False,False,False,False,71215,E,E,G,0.0
1212566,PH,HO,1,3,4,4,0,8,0,4,3,False,False,False,False,False,False,True,True,43051,B,D,M,0.0
1212991,PH,HO,1,3,2,4,0,4,0,1,1,False,False,False,False,False,False,False,True,94017,Q,S,C,0.0
1214414,PH,HO,1,4,10,4,0,20,0,2,4,False,False,False,False,False,True,False,False,39368,C,D,G,0.0
1214478,PH,FT,2,1,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,59350,N,P,M,0.0
1214687,PH,HO,1,4,6,4,0,14,0,1,1,False,False,False,False,False,True,False,True,77185,M,K,K,0.0
1215020,PH,FT,2,3,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,78423,N,Q,C,0.0
1215105,PH,FT,2,1,1,4,0,2,0,0,0,False,False,False,False,False,False,False,False,92032,N,S,C,0.0
1216001,PH,HO,1,3,3,4,0,14,2,1,1,False,False,False,False,False,False,False,True,48111,B,C,G,0.0
1216109,PH,HO,1,4,5,1,1,16,0,1,1,False,False,False,False,False,False,False,False,57067,F,F,G,0.0
1216283,PH,FT,2,1,2,4,0,3,0,0,0,False,False,False,False,False,False,False,False,33063,L,M,K,0.0
1216451,PH,HT,2,1,2,1,1,3,0,0,1,False,False,False,False,False,False,False,False,87154,B,B,C,0.0
1216586,PH,HO,1,4,4,1,1,8,6,1,1,False,False,False,False,False,False,False,True,59034,J,F,M,0.0
1217737,PH,HO,1,4,7,1,1,16,4,2,3,False,False,False,False,False,True,False,True,52102,D,C,H,0.0
1217952,PH,FT,2,1,3,1,1,6,0,0,0,False,False,False,False,False,False,False,False,44109,G,H,E,0.0
1218404,SH,FO,5,0,2,4,0,3,0,0,0,False,False,False,False,False,False,False,False,34003,M,K,J,0.0
1218669,PH,FT,2,1,3,4,0,6,0,0,0,False,False,False,False,False,False,False,False,60463,K,H,H,0.0
1219350,PH,HO,1,4,5,1,1,12,0,3,7,False,False,False,False,False,False,False,True,76405,D,C,G,0.0
1219529,PH,HO,1,3,4,4,0,8,4,1,1,False,False,False,False,False,False,False,True,08076,F,E,L,0.0
1220638,PH,HT,2,2,4,4,0,8,0,1,1,False,False,False,False,False,False,False,False,68278,H,K,H,0.0
1221095,PH,HO,1,4,6,4,0,16,0,2,2,False,False,False,False,False,True,False,False,08365,F,E,L,0.0
1221568,PH,HO,1,4,6,1,1,11,0,0,3,False,False,False,False,False,False,False,True,33109,J,F,K,0.0
1222291,PH,HT,2,4,4,4,0,7,0,1,1,False,False,False,False,False,False,False,False,94002,Q,S,C,0.0
1224016,PH,FO,1,3,3,4,0,5,1,0,0,False,False,False,False,False,False,False,False,83137,K,M,M,0.0
1225327,PH,HO,1,1,2,4,0,3,0,1,4,False,False,False,False,False,False,False,False,83004,K,K,M,0.0
1225747,PH,HO,1,4,8,1,0,18,0,4,4,False,False,False,True,False,False,False,True,79342,B,C,H,0.0
1225796,PH,FT,2,1,2,4,0,3,0,0,0,False,False,False,False,False,False,False,False,42147,E,D,J,0.0
1226315,PH,FO,5,1,4,4,0,7,0,0,0,False,False,False,False,False,False,False,False,75113,R,W,C,0.0
1226453,PH,HT,2,2,4,4,0,10,0,1,1,False,False,False,False,False,False,False,False,51454,H,H,E,0.0
1227411,PH,HO,1,4,5,4,0,9,0,2,3,False,False,False,False,False,False,False,True,15163,B,C,E,0.0
1228765,PH,HT,2,1,1,4,0,2,0,0,1,False,False,False,False,False,False,False,False,78517,N,K,C,0.0
1229121,PH,HT,2,2,4,4,0,10,0,1,1,False,False,False,False,False,False,False,False,53151,B,B,E,0.0
1230290,PH,HT,2,1,3,4,0,5,0,0,1,False,False,False,False,False,False,False,False,62735,E,D,J,0.0
1230306,PH,HT,2,3,3,4,0,5,0,0,1,False,False,False,False,False,False,False,False,17059,E,E,H,0.0
1230331,PH,FO,5,4,2,1,1,3,0,0,0,False,False,False,False,False,False,False,False,93048,S,R,C,0.0
1230858,PH,HO,1,4,3,4,0,8,0,5,8,False,False,False,False,False,False,False,False,81105,E,F,L,28.047048
1230960,PH,HO,1,2,4,1,1,8,0,1,2,False,False,False,False,False,False,False,False,85109,C,B,G,0.0
1231396,PH,FT,2,4,4,4,0,10,0,0,0,False,False,False,False,False,False,False,False,67061,D,D,E,0.0
1231829,PH,FT,2,2,5,4,0,9,0,0,0,False,True,False,False,False,False,True,False,65286,F,H,L,0.0
1231847,PH,FO,5,4,4,4,0,7,0,0,0,False,False,False,False,False,False,False,False,92012,N,V,C,0.0
1232061,PH,FT,2,1,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,83070,M,K,M,0.0
1232695,PH,HO,1,3,4,4,0,8,0,2,1,False,False,False,False,False,True,False,True,62318,F,F,J,0.0
1233166,PH,HO,1,4,6,4,0,12,0,3,1,False,False,False,False,False,False,False,False,67197,F,F,E,0.0
1233902,PH,FT,2,1,4,4,0,7,0,0,0,False,False,False,False,False,False,False,False,65286,F,H,L,0.0
1234568,PH,HO,1,4,8,4,0,13,0,1,5,False,False,False,False,False,False,False,False,72075,D,C,E,1269.8067257
1235028,PH,HO,1,1,4,1,1,8,0,1,1,False,False,False,False,False,False,False,False,40192,E,E,J,0.0
1235815,PH,HO,1,4,4,1,1,8,0,0,1,False,False,False,False,False,False,False,False,34157,J,K,J,0.0
1235974,PH,HO,1,3,8,4,0,14,0,1,1,False,False,False,False,False,False,False,True,59206,F,E,M,0.0
1236263,PH,FT,2,1,1,4,0,2,0,0,0,False,False,False,False,False,False,False,False,31555,Q,P,K,0.0
1236371,PH,HO,1,2,7,4,0,18,0,0,3,False,False,False,False,False,False,True,True,64260,E,H,L,0.0
1237105,PH,FO,1,3,3,1,1,6,0,0,0,False,False,False,False,False,False,False,False,62893,G,F,J,0.0
1237334,PH,FT,2,1,3,4,0,6,0,0,0,False,False,False,False,False,False,False,False,57672,F,K,G,0.0
1237460,PH,HO,1,3,5,4,0,10,0,1,1,False,False,False,False,False,False,False,True,35068,E,D,C,0.0
1237610,PH,HO,1,2,4,4,0,8,0,0,1,False,False,False,False,False,False,False,False,21154,D,D,K,0.0
1237624,PH,HT,2,4,4,4,0,8,0,1,1,False,False,False,False,False,False,True,False,17065,E,E,H,0.0
1237728,PH,FT,2,4,4,4,0,8,4,0,0,False,False,False,False,False,False,False,False,59286,N,P,M,0.0
1238621,PH,FT,2,4,4,4,0,7,0,0,0,False,False,False,False,False,False,False,False,21054,F,F,K,0.0
1238971,PH,HO,1,2,3,4,0,8,0,0,1,False,False,False,False,False,False,False,True,49269,C,E,E,0.0
1239242,PH,HO,1,1,2,1,0,4,0,1,1,False,False,False,True,False,False,False,False,44069,E,F,E,0.0
1239431,PH,HO,1,3,5,1,1,10,0,1,2,False,False,False,False,False,False,False,False,59653,J,F,M,0.0
1239459,PH,FT,2,1,1,4,0,2,0,0,0,False,False,False,False,False,False,False,False,66149,E,H,G,0.0
1239482,PH,FO,5,3,3,4,0,6,0,0,0,False,False,False,False,False,False,False,False,95063,R,P,C,0.0
1240091,PH,HO,1,3,6,4,0,18,0,1,3,False,False,False,False,False,False,False,False,85109,C,B,G,0.0
1240133,PH,HO,1,4,7,4,0,16,0,0,3,False,False,False,False,False,False,False,True,38431,M,K,C,0.0
1241150,PH,FT,2,1,1,4,0,2,0,0,0,False,False,False,False,False,False,False,False,78551,N,Q,C,0.0
1241890,PH,FO,5,1,2,4,0,4,0,0,0,False,False,False,False,False,True,False,False,74012,N,H,C,0.0
1242616,PH,HO,1,3,5,4,0,10,0,1,3,False,False,False,False,False,False,False,False,68140,E,E,H,0.0
1242734,PH,HT,2,1,3,1,0,6,0,4,1,False,False,False,True,False,False,True,False,08371,D,E,L,0.0
1243044,PH,HO,3,1,5,4,0,9,0,1,0,False,False,False,False,False,False,False,False,13214,T,P,K,0.0
1244116,SH,FT,2,0,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,01004,E,D,H,0.0
1244176,PH,FT,2,4,4,1,1,8,0,0,0,False,False,False,False,False,False,False,False,31069,Q,P,K,0.0
1244348,PH,HO,1,1,2,4,0,6,0,1,3,False,False,False,False,False,False,False,True,26036,G,H,H,0.0
1244433,PH,FT,2,1,2,1,1,3,0,0,0,False,False,False,False,False,False,False,False,75111,S,W,C,0.0
1244835,PH,HO,1,3,3,1,1,8,0,1,1,False,False,False,False,False,False,True,False,39169,E,D,G,0.0
1245166,PH,HO,1,4,5,4,0,10,0,1,1,False,False,False,False,False,False,False,False,26211,G,H,H,0.0
1245707,PH,HO,1,1,5,4,0,12,0,1,2,False,False,False,False,False,False,False,False,02355,F,E,K,0.0
1246120,SH,HO,1,0,4,4,0,7,0,1,1,False,False,False,False,False,False,False,True,34192,Q,K,P,0.0
1247496,PH,HO,1,3,5,4,0,10,0,3,1,False,False,False,False,False,False,True,True,16249,C,D,G,0.0
1247742,PH,FT,2,2,4,4,0,8,0,0,0,False,False,False,False,False,False,False,False,34301,L,P,J,0.0
1248170,PH,FT,2,1,3,4,0,6,0,0,0,False,False,False,False,False,False,False,False,68374,G,E,H,0.0
1248430,PH,FO,1,1,3,4,0,5,0,0,0,False,False,False,False,False,False,False,False,92014,N,S,C,0.0
1249054,PH,HO,1,1,6,4,0,11,4,1,3,False,False,False,False,False,False,False,True,77042,K,F,K,1521.9029420999998
1249425,PH,HO,1,3,4,4,0,7,0,1,1,False,False,False,False,False,False,False,False,72181,E,D,E,0.0
1249774,PH,HO,1,4,4,1,1,8,0,1,1,False,False,False,False,False,False,True,True,59646,N,P,M,0.0
1250103,PH,HO,1,1,6,1,1,12,0,1,2,False,False,False,False,False,True,False,True,74011,J,H,C,0.0
1250900,PH,HO,4,3,4,1,1,8,0,1,3,False,False,False,False,False,True,False,False,84081,Q,M,K,0.0
1251163,PH,HT,2,1,3,4,0,6,0,1,1,False,False,False,False,False,False,False,False,56075,C,C,C,0.0
1252181,PH,FT,2,3,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,31555,Q,P,K,0.0
1252526,PH,FO,5,3,4,4,0,7,0,0,0,False,False,False,False,False,False,False,False,69275,Q,P,E,0.0
1252785,PH,FO,1,3,3,4,0,6,0,0,0,False,False,False,False,False,False,False,False,69266,Q,P,E,0.0
1252857,PH,HT,2,2,3,4,0,5,0,1,1,False,False,False,False,False,False,False,False,59276,J,F,M,0.0
1253446,PH,HO,1,3,7,1,1,22,0,3,8,False,False,False,False,False,False,False,False,35126,E,D,C,0.0
1254022,PH,FT,2,2,4,4,0,7,0,0,0,False,False,False,False,False,False,False,False,93001,S,R,C,0.0
1254042,PH,FT,2,1,4,1,1,7,0,0,0,False,False,False,False,False,False,False,False,76095,H,K,G,0.0
1255543,PH,FT,2,1,1,4,0,2,0,0,0,False,False,False,False,False,False,False,False,72181,E,D,E,0.0
1255755,PH,HO,1,4,6,1,1,11,0,1,2,False,False,False,False,False,False,False,False,29197,C,D,E,0.0
1255788,PH,HO,1,3,8,1,1,16,4,2,3,False,False,False,False,False,False,False,True,79049,B,C,H,0.0
1256453,PH,HO,1,1,4,4,0,8,0,1,3,False,False,False,False,False,False,False,True,83050,L,M,M,0.0
1256845,PH,FT,2,1,3,4,0,6,0,0,0,False,False,False,False,False,False,False,False,78361,N,M,C,420.70572
1257092,PH,FT,2,4,4,4,0,8,0,0,0,False,False,False,False,False,False,False,False,75116,S,W,C,0.0
1257440,PH,HO,1,3,7,1,1,18,0,2,4,True,False,False,False,False,True,False,False,59462,J,F,M,0.0
1257484,PH,HO,1,1,5,4,0,10,0,3,3,False,False,False,False,False,False,False,True,60462,M,H,H,0.0
1257677,PH,HO,1,4,5,1,0,10,0,0,2,False,False,False,True,False,False,False,False,59586,J,F,M,5472.7036135
1258312,PH,FO,5,1,3,1,1,8,0,0,0,False,False,False,False,False,False,True,False,75115,R,W,C,0.0
1258587,PH,HO,1,1,4,1,1,8,0,1,1,False,False,False,False,False,False,False,False,83126,K,M,M,351.68660938
1258829,PH,HO,1,1,11,1,1,22,0,2,6,False,False,False,False,False,False,False,False,49135,D,E,E,0.0
1258900,PH,FT,2,3,4,4,0,7,0,0,0,False,False,False,False,False,False,False,False,95018,R,P,C,0.0
1258913,PH,HO,1,4,6,1,1,12,0,2,1,False,False,False,False,False,False,False,True,69178,H,H,E,0.0
1259489,PH,FO,5,3,3,4,0,5,0,0,0,False,False,False,False,False,False,False,False,06029,P,Q,J,0.0
1260854,PH,HO,1,4,5,1,0,12,0,1,2,False,False,False,False,True,False,False,False,53015,B,B,E,0.0
1260982,PH,HO,1,3,4,4,0,8,0,1,1,False,False,False,False,False,False,False,False,31555,Q,P,K,0.0
1261322,PH,HO,1,4,6,4,0,14,8,1,1,False,False,False,False,False,False,False,False,59507,N,P,M,0.0
1261579,PH,HO,1,3,4,1,1,8,0,2,4,False,False,False,False,False,False,False,False,49276,C,D,E,0.0
1262099,PH,FT,2,3,3,1,1,6,0,0,0,False,False,False,False,False,False,False,False,28085,E,E,E,1051.7643
1262867,PH,FT,2,1,1,4,0,2,0,0,0,False,False,False,False,False,False,False,False,06029,P,Q,J,0.0
1262935,PH,FT,2,4,4,4,0,7,0,0,0,False,False,False,False,False,False,False,False,13213,T,P,K,701.1762
1263048,PH,HO,1,4,4,4,0,8,0,1,1,False,False,False,False,False,False,False,True,13213,T,P,K,0.0
1263488,PH,HO,1,4,5,1,1,10,0,1,2,False,False,False,False,False,False,False,True,65331,F,H,L,0.0
1263654,PH,FT,2,1,1,1,1,2,0,0,0,False,False,False,False,False,False,False,False,37214,F,H,E,0.0
1263722,PH,HT,2,3,4,4,0,12,0,1,2,False,False,False,False,False,False,False,False,82141,F,F,M,0.0
1263957,PH,HO,1,4,5,1,1,18,0,1,1,False,False,False,False,False,False,False,True,68374,G,E,H,0.0
1264586,PH,FT,2,1,1,4,0,2,0,0,0,False,False,False,False,False,False,True,False,92002,P,S,C,0.0
1265366,PH,FT,2,3,2,4,0,3,0,0,0,False,False,False,False,False,False,False,False,75119,S,W,C,0.0
1265741,PH,FT,2,1,4,1,1,8,0,0,0,False,False,False,False,False,False,False,False,77468,S,P,K,0.0
1266069,PH,HO,3,1,4,4,0,12,0,3,4,False,False,False,False,False,False,False,False,10416,F,D,E,0.0
1266360,PH,FT,2,4,2,4,0,4,1,0,0,False,False,False,False,False,False,False,False,75117,T,W,C,0.0
1266482,PH,HT,2,3,4,4,0,8,0,1,1,False,False,False,False,False,False,False,False,72208,D,C,E,0.0
1266627,PH,HT,2,3,4,1,1,8,0,1,1,False,True,False,False,False,False,False,False,01067,E,D,H,0.0
1267821,PH,FT,2,2,4,4,0,7,0,0,0,False,False,False,False,False,False,False,False,38039,J,K,C,0.0
1267840,PH,HO,1,3,5,4,0,10,0,1,1,False,False,False,False,False,False,False,False,89013,F,D,K,0.0
1269765,PH,FT,2,4,3,4,0,5,0,0,0,False,False,False,False,False,False,False,False,75114,R,W,C,0.0
1269924,PH,HT,2,4,4,4,0,8,0,1,1,False,False,False,False,False,False,False,True,59051,J,F,M,0.0
1270187,PH,FO,1,1,5,1,1,9,0,0,0,False,False,False,False,False,False,False,False,92900,N,V,C,0.0
1270277,PH,HT,2,3,4,4,0,7,0,1,1,False,False,False,False,False,False,False,False,85088,B,C,G,0.0
1270893,PH,HT,2,4,5,4,0,10,0,1,1,False,False,True,False,False,False,False,False,21315,E,E,K,0.0
1271067,PH,HO,1,3,5,4,0,10,0,1,2,False,False,False,False,False,True,False,True,29170,C,E,E,0.0
1271345,PH,FO,1,1,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,65440,F,H,L,0.0
1271434,PH,HO,1,1,5,4,0,9,0,0,1,False,False,False,False,False,False,False,True,87076,B,D,C,0.0
1271687,PH,FO,5,1,3,4,0,8,2,0,0,False,False,False,False,False,False,False,False,92073,N,S,C,0.0
1273228,PH,FT,2,4,4,4,0,8,0,0,0,False,False,False,False,False,False,False,False,76057,G,C,G,0.0
1273301,PH,HT,2,4,5,4,0,9,0,1,1,False,False,False,False,False,False,False,False,13005,S,P,K,0.0
1273437,PH,HT,2,3,3,4,0,8,0,1,1,False,False,False,False,False,False,False,False,59447,H,E,M,0.0
1274281,PH,FT,2,2,3,1,1,6,0,0,0,False,False,False,False,False,False,False,False,06029,P,Q,J,0.0
1274461,PH,HO,1,2,6,4,0,12,0,2,3,False,False,False,False,False,False,False,False,78501,N,M,C,0.0
1274770,PH,FT,2,3,2,4,0,3,0,0,0,False,False,False,False,False,False,False,False,91201,P,Q,C,0.0
1275000,SH,HO,1,0,6,4,0,14,0,0,1,False,False,False,False,False,False,False,True,43215,B,D,M,0.0
1275197,PH,FO,5,1,2,4,0,3,0,0,0,False,False,False,False,False,False,False,False,92012,N,V,C,0.0
1275752,PH,HO,1,4,3,1,1,6,3,1,1,False,False,False,False,False,False,False,False,90099,F,H,G,0.0
1275897,PH,FT,2,4,3,1,1,5,0,0,0,False,False,False,False,False,False,False,False,78158,N,Q,C,0.0
1276203,PH,HO,1,1,6,1,1,11,1,1,4,False,False,False,False,False,False,False,True,30111,K,H,P,584.3135
1276955,SH,HT,2,0,5,4,0,12,0,2,1,False,False,False,False,False,False,False,True,33009,F,H,K,0.0
1277151,PH,HO,1,3,6,1,1,11,0,2,3,False,False,False,False,False,False,False,True,72105,D,C,E,0.0
1277188,PH,HO,1,1,7,1,1,14,0,1,1,False,False,False,False,False,False,False,False,59080,J,F,M,0.0
1277577,PH,HO,1,3,7,4,0,14,0,0,2,False,False,False,False,False,False,True,False,42020,E,D,J,0.0
1278399,PH,FO,1,1,4,4,0,7,0,0,0,False,False,False,False,False,False,False,False,42218,J,H,J,0.0
1278917,PH,HO,1,3,5,1,1,10,0,0,2,False,False,False,False,False,False,True,False,39541,D,E,G,0.0
1279372,PH,FT,2,4,3,1,1,5,0,0,0,False,False,False,False,False,False,False,False,59606,H,E,M,0.0
1279782,SH,FO,1,0,2,4,0,3,0,0,0,False,False,False,False,False,False,False,False,56052,C,C,C,0.0
1280099,PH,HT,2,3,2,4,0,4,0,0,2,False,False,False,False,False,False,False,True,33138,F,E,K,0.0
1280155,PH,FT,2,1,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,13001,S,P,K,0.0
1280226,PH,HO,1,1,4,1,1,8,0,1,2,False,False,False,False,False,False,False,True,85191,D,D,G,0.0
1280708,PH,HO,1,4,8,1,1,16,0,1,4,False,False,False,False,False,False,False,False,59526,H,E,M,0.0
1281361,PH,HO,1,1,4,1,1,7,0,0,3,False,False,False,False,False,False,False,False,73183,G,D,C,0.0
1281602,PH,FT,2,4,3,4,0,6,0,0,0,False,False,False,False,False,False,False,False,93048,S,R,C,0.0
1282666,PH,HT,2,2,3,1,1,6,0,1,1,False,True,False,False,False,False,False,False,35335,C,C,C,0.0
1282709,PH,FT,2,1,1,4,0,1,0,0,0,False,False,False,False,False,False,False,False,11262,G,K,K,0.0
1282765,PH,HO,1,3,4,1,1,7,0,2,3,False,False,False,False,False,False,False,True,83042,N,K,M,0.0
1283743,PH,FO,1,3,2,1,1,4,0,0,0,False,False,False,False,False,False,False,False,75120,R,W,C,0.0
1284454,PH,FT,2,2,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,75118,S,W,C,1599.0907555
1284663,PH,HO,1,3,6,4,0,11,0,2,1,False,False,False,False,False,False,False,False,81084,E,F,L,0.0
1285020,SH,HO,1,0,3,1,1,6,0,1,2,False,False,False,False,False,False,False,False,85226,B,C,G,0.0
1285075,PH,FT,2,1,3,1,1,8,0,0,0,False,False,False,False,False,False,False,False,55029,D,D,E,0.0
1285269,PH,FO,5,1,3,4,0,6,0,0,0,False,False,False,False,False,False,False,False,13213,T,P,K,0.0
1285868,PH,HO,1,4,5,4,0,10,0,1,2,False,False,False,False,False,False,False,True,39106,C,D,G,0.0
1286286,PH,HO,1,3,7,4,0,14,0,2,3,False,False,False,False,False,True,False,False,88402,C,C,H,0.0
1286341,PH,FO,5,3,3,1,0,5,1,0,0,False,False,False,True,False,False,False,False,13213,T,P,K,0.0
1286517,PH,HT,2,3,4,4,0,8,0,1,1,False,False,False,False,False,False,False,False,59390,H,E,M,0.0
1286547,PH,FT,2,1,2,4,0,3,0,0,0,False,False,False,False,False,False,False,False,75117,T,W,C,1471.301393
1287085,PH,HT,2,3,4,4,0,10,0,1,1,False,True,False,False,False,False,False,True,08316,F,E,L,584.3135
1287584,PH,HO,1,4,6,1,1,11,0,1,2,False,False,False,False,False,False,False,True,91016,J,H,C,0.0
1288196,PH,FT,2,3,3,4,0,6,0,0,0,False,False,False,False,False,False,False,False,51663,G,F,E,0.0
1288289,PH,FO,5,3,4,4,0,8,0,0,0,False,False,False,False,False,False,False,False,21171,G,M,K,0.0
1288303,PH,HO,1,4,6,1,1,12,0,1,2,False,False,False,False,False,False,False,False,91338,Q,Q,C,0.0
1288415,PH,FT,2,2,2,1,1,4,0,0,0,False,False,False,False,False,False,False,False,75112,R,W,C,0.0
1288914,PH,HO,1,4,4,4,0,8,0,1,2,False,False,False,False,False,False,False,False,37083,C,E,E,0.0
1289060,PH,HT,2,2,4,4,0,8,0,1,1,False,False,False,False,False,False,False,False,53062,B,B,E,0.0
1289852,PH,HO,1,4,5,4,0,9,0,2,2,False,False,False,False,False,False,True,True,63200,E,F,G,0.0
1289975,PH,HO,1,4,8,4,0,13,4,1,3,False,False,False,False,False,False,True,False,06044,P,Q,J,0.0
1290111,PH,FO,5,1,1,1,1,2,0,0,0,False,False,False,False,False,False,False,False,14118,E,E,C,0.0
1290186,PH,FT,2,4,3,1,1,6,0,0,0,False,False,False,False,False,False,False,False,06095,P,Q,J,0.0
1290266,PH,HO,1,3,5,4,0,9,5,2,4,False,False,False,False,False,True,True,True,33062,F,F,K,12980.349108
1290606,PH,HO,1,4,6,4,0,12,0,1,1,False,False,False,False,False,False,False,False,91235,P,Q,C,0.0
1290682,PH,HT,2,2,4,4,0,8,0,1,1,False,False,False,False,False,False,True,False,63181,E,F,G,0.0
1290829,SH,HO,3,0,6,4,0,14,0,1,1,False,False,False,False,False,False,False,False,67447,J,H,E,0.0
1290872,PH,FO,5,1,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,74225,E,E,C,0.0
1290965,PH,FT,2,4,5,1,1,9,0,0,0,False,False,False,False,False,False,False,False,26191,L,K,H,0.0
1290966,PH,HO,1,1,2,1,1,6,0,0,1,False,False,False,False,False,False,False,False,54039,D,E,G,0.0
1291619,PH,HO,1,1,3,4,0,8,0,2,1,False,False,False,False,False,True,True,True,10058,D,D,E,0.0
1291692,PH,FT,2,3,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,57463,G,F,G,0.0
1291879,PH,HO,1,3,9,4,0,23,10,1,14,False,False,False,False,False,False,True,True,31117,Q,P,K,0.0
1292050,SH,HO,1,0,3,1,1,6,0,3,2,False,False,False,False,False,False,False,False,42235,E,D,J,0.0
1292584,SH,FO,5,0,3,4,0,5,0,0,0,False,False,False,False,False,False,False,False,88075,C,C,H,0.0
1292674,PH,HT,2,4,3,4,0,6,0,0,0,False,False,False,False,False,False,False,False,66059,L,M,G,0.0
1293283,PH,FT,2,1,3,4,0,6,0,0,0,False,False,False,False,False,False,False,False,33096,L,M,K,0.0
1293318,PH,HO,1,4,6,1,1,14,0,1,1,False,False,False,False,False,False,False,True,78646,N,Q,C,0.0
1293443,PH,FO,5,1,5,4,0,9,0,0,0,False,False,False,False,False,False,False,False,78423,N,Q,C,0.0
1293466,SH,HO,1,0,2,4,0,6,0,0,3,False,False,False,False,False,False,False,False,40279,E,E,J,0.0
1294566,PH,FO,5,1,2,1,1,4,0,0,0,False,False,False,False,False,False,False,False,75115,R,W,C,0.0
1295009,PH,HO,1,4,5,1,0,12,0,1,1,False,False,False,True,False,False,False,False,59183,F,K,M,0.0
1296982,PH,HT,2,4,5,4,0,9,0,0,1,False,False,False,False,False,False,False,False,08142,D,E,L,0.0
1297094,PH,FT,2,2,2,4,0,4,0,0,0,False,True,False,False,False,False,False,False,75120,R,W,C,0.0
1297407,PH,FT,2,1,2,4,0,3,0,0,0,False,False,False,False,False,False,False,False,66136,L,M,G,0.0
1297569,PH,HT,2,4,4,4,0,8,0,1,1,False,False,False,False,False,False,False,False,59288,H,E,M,0.0
1297869,PH,HO,1,4,6,4,0,12,0,1,2,False,False,False,False,False,False,False,False,59421,N,P,M,934.9016
1298837,PH,HO,1,1,5,1,1,12,0,2,2,False,False,False,False,False,False,False,True,80702,E,F,K,0.0
1299217,PH,HO,1,3,4,4,0,8,0,1,2,False,False,False,False,False,True,False,True,71583,C,D,G,0.0
1299627,PH,FT,2,1,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,69021,K,H,E,0.0
1299654,PH,HO,1,4,4,4,0,8,0,2,1,False,False,False,False,False,False,False,False,94077,Q,S,C,0.0
1300072,PH,FT,2,1,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,63113,E,F,G,0.0
1301102,PH,HO,1,3,3,1,1,6,0,1,1,False,False,False,False,False,False,True,True,26064,K,H,H,0.0
1302191,PH,HO,1,4,4,1,1,8,0,1,2,False,False,False,False,False,False,False,True,30254,K,H,P,0.0
1302694,PH,HO,1,4,6,1,0,11,4,1,1,False,False,True,True,False,False,True,True,59581,J,F,M,0.0
1303591,PH,HT,2,3,3,4,0,5,0,1,1,False,False,False,False,False,False,False,False,76351,K,H,G,549.25469
1304277,PH,HO,1,3,4,4,0,12,0,1,2,False,False,False,False,False,False,False,True,29019,C,E,E,0.0
